country,points,price,province,taster_name,title,variety,winery,val,,,,,,
US,92,54,California,Matt Kettmann,ONX 2015 Crux Red (Templeton Gap District),Rhône-style Red Blend,ONX,311,,,,,,
US,93,54,California,Matt Kettmann,ONX 2015 Level 22 Red (Templeton Gap District),Rhône-style Red Blend,ONX,311,,,,,,
US,90,25,California,Virginie Boone,Overland 2012 Kick Ranch Ambition Red (Sonoma County),Rhône-style Red Blend,Overland,311,,,,,,
US,90,32,California,Jim Gordon,Page Mill Winery 2014 GPS Red (Livermore Valley),Rhône-style Red Blend,Page Mill Winery,311,,,,,,
US,93,48,California,Matt Kettmann,Paix Sur Terre 2013 Either Side of the Hill Glenrose Vineyard Red (Adelaida District),Rhône-style Red Blend,Paix Sur Terre,311,,,,,,
US,93,48,California,Matt Kettmann,Paix Sur Terre 2013 Songs of Its Own Glenrose Vineyard Red (Adelaida District),Rhône-style Red Blend,Paix Sur Terre,311,,,,,,
US,94,48,California,Matt Kettmann,Paix Sur Terre 2014 Either Side of the Hill Glenrose Vineyard Red (Adelaida District),Rhône-style Red Blend,Paix Sur Terre,311,,,,,,
US,92,48,California,Matt Kettmann,Paix Sur Terre 2014 Songs of Its Own Glenrose Vineyard Red (Adelaida District),Rhône-style Red Blend,Paix Sur Terre,311,,,,,,
US,88,21,California,Matt Kettmann,Pali 2012 The Jetty Red (Paso Robles),Rhône-style Red Blend,Pali,311,,,,,,
US,89,22,California,Matt Kettmann,Pear Valley 2013 Inspiration Red (Paso Robles),Rhône-style Red Blend,Pear Valley,311,,,,,,
US,94,35,California,Jim Gordon,Peter Franus 2012 Red (Red Hills Lake County),Rhône-style Red Blend,Peter Franus,311,,,,,,
US,89,36,California,Virginie Boone,Preston 2012 L. Preston Red (Dry Creek Valley),Rhône-style Red Blend,Preston,311,,,,,,
US,94,36,California,Virginie Boone,Prospect 772 2009 The Brat Red (Calaveras County),Rhône-style Red Blend,Prospect 772,311,,,,,,
US,87,36,California,Jim Gordon,Prospect 772 2013 The Brat Red (California),Rhône-style Red Blend,Prospect 772,311,,,,,,
US,90,36,California,Jim Gordon,Prospect 772 2013 The Truant Red (California),Rhône-style Red Blend,Prospect 772,311,,,,,,
US,90,36,California,Jim Gordon,Prospect 772 2014 The Truant Red (California),Rhône-style Red Blend,Prospect 772,311,,,,,,
US,88,31,California,Matt Kettmann,Pulchella 2013 Witness Red (Paso Robles),Rhône-style Red Blend,Pulchella,311,,,,,,
US,93,64,California,Matt Kettmann,Pulchella 2014 Highs & Lows Red (Paso Robles),Rhône-style Red Blend,Pulchella,311,,,,,,
US,89,18,California,Matt Kettmann,Pull 2010 CdR Red (Paso Robles),Rhône-style Red Blend,Pull,311,,,,,,
US,85,18,California,Matt Kettmann,Pull 2012 CdR Red (Paso Robles),Rhône-style Red Blend,Pull,311,,,,,,
US,90,16,California,Matt Kettmann,Quadrant 2010 Copper Red (Paso Robles),Rhône-style Red Blend,Quadrant,311,,,,,,
US,85,16,California,Matt Kettmann,Quadrant 2012 CdR Red (Paso Robles),Rhône-style Red Blend,Quadrant,311,,,,,,
US,90,36,California,Virginie Boone,Quivira 2013 Elusive Red (Dry Creek Valley),Rhône-style Red Blend,Quivira,311,,,,,,
US,92,36,California,Virginie Boone,Quivira 2014 Elusive Red (Dry Creek Valley),Rhône-style Red Blend,Quivira,311,,,,,,
US,89,34,California,Matt Kettmann,Refugio Ranch 2012 Red (Santa Ynez Valley),Rhône-style Red Blend,Refugio Ranch,311,,,,,,
US,93,38,California,Matt Kettmann,Refugio Ranch 2013 Escondrijo Red (Santa Ynez Valley),Rhône-style Red Blend,Refugio Ranch,311,,,,,,
US,92,42,California,Matt Kettmann,Refugio Ranch 2014 Escondrijo Red (Santa Ynez Valley),Rhône-style Red Blend,Refugio Ranch,311,,,,,,
US,91,34,California,Matt Kettmann,Rendarrio Vineyards 2013 First Born King Red (Paso Robles),Rhône-style Red Blend,Rendarrio Vineyards,311,,,,,,
US,89,20,California,Matt Kettmann,Robert Hall 2013 Cuvée de Robles Red (Paso Robles),Rhône-style Red Blend,Robert Hall,311,,,,,,
US,86,20,California,Matt Kettmann,Robert Hall 2014 Cuvée de Robles Red (Paso Robles),Rhône-style Red Blend,Robert Hall,311,,,,,,
US,88,30,California,Matt Kettmann,San Antonio 2010 Heritage Red (Paso Robles),Rhône-style Red Blend,San Antonio,311,,,,,,
US,88,27,California,Matt Kettmann,San Antonio 2011 Heritage Red (Paso Robles),Rhône-style Red Blend,San Antonio,311,,,,,,
US,91,50,California,Virginie Boone,Sanglier Cellars 2012 Boar's Camp Cuvée Red (Sonoma County),Rhône-style Red Blend,Sanglier Cellars,311,,,,,,
US,88,55,California,Virginie Boone,Sanglier Cellars 2013 Boar's Camp Kick Ranch Red (Sonoma County),Rhône-style Red Blend,Sanglier Cellars,311,,,,,,
US,87,30,California,Virginie Boone,Sanglier Cellars 2013 Rouge Du Tusque Red (Sonoma County),Rhône-style Red Blend,Sanglier Cellars,311,,,,,,
US,91,27,California,Matt Kettmann,Sarah's Vineyard 2010 Côte de Madone Red (Santa Clara Valley),Rhône-style Red Blend,Sarah's Vineyard,311,,,,,,
US,89,30,California,Matt Kettmann,Sarah's Vineyard 2011 Côte de Madonne Red (Santa Clara Valley),Rhône-style Red Blend,Sarah's Vineyard,311,,,,,,
US,91,32,California,Matt Kettmann,Sarah's Vineyard 2012 Madonne Estate Red (Santa Clara Valley),Rhône-style Red Blend,Sarah's Vineyard,311,,,,,,
US,91,40,California,Matt Kettmann,Sculpterra 2014 Mega Focus Red (Central Coast),Rhône-style Red Blend,Sculpterra,311,,,,,,
US,87,24,California,Jim Gordon,Sean Thackrey NV Pleiades XXV Old Vines Red (California),Rhône-style Red Blend,Sean Thackrey,311,,,,,,
US,93,38,California,Matt Kettmann,Seven Angels 2013 Chosen One Red (Paso Robles),Rhône-style Red Blend,Seven Angels,311,,,,,,
US,93,38,California,Matt Kettmann,Seven Oxen 2013 Cassidy Red (Paso Robles),Rhône-style Red Blend,Seven Oxen,311,,,,,,
US,90,42,California,Matt Kettmann,Seven Oxen 2014 Cassidy Red (Paso Robles),Rhône-style Red Blend,Seven Oxen,311,,,,,,
US,94,45,California,Matt Kettmann,Sextant 2013 Passage Red (Paso Robles),Rhône-style Red Blend,Sextant,311,,,,,,
US,91,80,California,Matt Kettmann,Sextant 2013 Portolan Red (Paso Robles),Rhône-style Red Blend,Sextant,311,,,,,,
US,92,27,California,Jim Gordon,Sidebar 2014 Rhôneish Red (Redwood Valley),Rhône-style Red Blend,Sidebar,311,,,,,,
US,88,30,California,Virginie Boone,Sierra Vista 2009 Fleur de Montagne Red (El Dorado),Rhône-style Red Blend,Sierra Vista,311,,,,,,
US,93,50,California,Matt Kettmann,Site 2012 Larner Vineyard Red (Ballard Canyon),Rhône-style Red Blend,Site,311,,,,,,
US,86,15,California,Jim Gordon,Sketchbook 2014 Artist's Red (Mendocino County),Rhône-style Red Blend,Sketchbook,311,,,,,,
US,92,30,California,Jim Gordon,Skinner 2012 Eighteen Sixty-One Red (El Dorado),Rhône-style Red Blend,Skinner,311,,,,,,
US,89,32,California,Jim Gordon,Skinner 2013 Dry Diggings Red (El Dorado),Rhône-style Red Blend,Skinner,311,,,,,,
US,90,32,California,Jim Gordon,Skinner 2013 Eighteen Sixty-One Red (El Dorado),Rhône-style Red Blend,Skinner,311,,,,,,
US,89,20,California,Jim Gordon,Skinner 2014 Smithereens Red (El Dorado),Rhône-style Red Blend,Skinner,311,,,,,,
US,88,14,California,Jim Gordon,Sobon Estate 2014 Red (Amador County),Rhône-style Red Blend,Sobon Estate,311,,,,,,
US,88,17,California,Matt Kettmann,Sofia 2013 Red (Paso Robles),Rhône-style Red Blend,Sofia,311,,,,,,
US,94,28,California,Jim Gordon,Sol Rouge 2011 Gypsy Rouge Estate Red (Red Hills Lake County),Rhône-style Red Blend,Sol Rouge,311,,,,,,
US,91,32,California,Jim Gordon,Sol Rouge 2013 Gypsy Rouge Red (Red Hills Lake County),Rhône-style Red Blend,Sol Rouge,311,,,,,,
US,91,60,California,Jim Gordon,Sol Rouge 2013 The Keep Red (Lake County),Rhône-style Red Blend,Sol Rouge,311,,,,,,
US,87,33,California,Jim Gordon,Spann Vineyards 2011 The Powerlifter Red (California),Rhône-style Red Blend,Spann Vineyards,311,,,,,,
US,90,38,California,Virginie Boone,Spicy Vines 2013 Edge Red (Sonoma County),Rhône-style Red Blend,Spicy Vines,311,,,,,,
US,88,60,California,Matt Kettmann,Summerwood 2010 Diosa Red (Paso Robles),Rhône-style Red Blend,Summerwood,311,,,,,,
US,92,60,California,Matt Kettmann,Summerwood 2013 Diosa Red (Adelaida District),Rhône-style Red Blend,Summerwood,311,,,,,,
US,90,35,California,Matt Kettmann,Tablas Creek 2012 Côtes de Tablas Estate Grown & Bottled Red (Paso Robles),Rhône-style Red Blend,Tablas Creek,311,,,,,,
US,89,55,California,Matt Kettmann,Tablas Creek 2012 Espirit de Tablas Red (Paso Robles),Rhône-style Red Blend,Tablas Creek,311,,,,,,
US,89,35,California,Matt Kettmann,Tablas Creek 2013 Côtes de Tablas Estate Grown & Bottled Red (Paso Robles),Rhône-style Red Blend,Tablas Creek,311,,,,,,
US,93,55,California,Matt Kettmann,Tablas Creek 2013 Esprit de Tablas Estate Grown & Bottled Mourvèdre-Syrah--Grenache-Counoise Red (Paso Robles),Rhône-style Red Blend,Tablas Creek,311,,,,,,
US,92,35,California,Matt Kettmann,Tablas Creek 2014 Côtes de Tablas Red (Adelaida District),Rhône-style Red Blend,Tablas Creek,311,,,,,,
US,92,55,California,Matt Kettmann,Tablas Creek 2014 Esprit de Tablas Grown and Bottled on the Estate Mourvèdre-Grenache-Syrah-Counoise Red (Adelaida District),Rhône-style Red Blend,Tablas Creek,311,,,,,,
US,92,25,California,Matt Kettmann,Tablas Creek 2014 Patelin de Tablas  Syrah-Grenache-Mourvèdre-Counoise Red (Paso Robles),Rhône-style Red Blend,Tablas Creek,311,,,,,,
US,91,25,California,Matt Kettmann,Tablas Creek 2015 Patelin de Tablas Red Red (Paso Robles),Rhône-style Red Blend,Tablas Creek,311,,,,,,
US,86,20,California,Matt Kettmann,Taken Wine Co. 2012 Complicated Red (Central Coast),Rhône-style Red Blend,Taken Wine Co.,311,,,,,,
US,91,34,California,Matt Kettmann,Tensley 2015 All Blocks Tensley Vineyards Red (Santa Barbara County),Rhône-style Red Blend,Tensley,311,,,,,,
US,88,18,California,Virginie Boone,Terre Rouge 2009 Tête-á-Tête Red (Sierra Foothills),Rhône-style Red Blend,Terre Rouge,311,,,,,,
US,89,20,California,Jim Gordon,Terre Rouge 2013 Garrigue Red (California),Rhône-style Red Blend,Terre Rouge,311,,,,,,
US,88,30,California,Jim Gordon,Terre Rouge 2013 L'Autre Red (Sierra Foothills),Rhône-style Red Blend,Terre Rouge,311,,,,,,
US,91,30,California,Jim Gordon,Terre Rouge 2014 L'Autre Red (Sierra Foothills),Rhône-style Red Blend,Terre Rouge,311,,,,,,
US,90,20,California,Jim Gordon,Terre Rouge 2014 Tête-à-Tête Red (Sierra Foothills),Rhône-style Red Blend,Terre Rouge,311,,,,,,
US,89,55,California,Matt Kettmann,TH 2013 The Pick Red (Paso Robles Willow Creek District),Rhône-style Red Blend,TH,311,,,,,,
US,89,26,California,Jim Gordon,The Dancing Fox 2011 Côtes du Renard Red (Lodi),Rhône-style Red Blend,The Dancing Fox,311,,,,,,
US,91,60,California,Matt Kettmann,The Farm Winery 2013 Primal Scream Red (Adelaida District),Rhône-style Red Blend,The Farm Winery,311,,,,,,
US,92,60,California,Matt Kettmann,The Farm Winery 2013 Touchy-Feely Red (Adelaida District),Rhône-style Red Blend,The Farm Winery,311,,,,,,
US,92,36,California,Jim Gordon,The Withers Winery 2013 Mr. Burgess Red (El Dorado),Rhône-style Red Blend,The Withers Winery,311,,,,,,
US,91,38,California,Jim Gordon,The Withers Winery 2013 Ruben Red (El Dorado),Rhône-style Red Blend,The Withers Winery,311,,,,,,
US,90,48,California,Jim Gordon,Three 2013 SMC Red (California),Rhône-style Red Blend,Three,311,,,,,,
US,91,18,California,Virginie Boone,Twisted Oak 2009 *%#&@! Red (Calaveras County),Rhône-style Red Blend,Twisted Oak,311,,,,,,
US,91,45,California,Matt Kettmann,Two Moons 2012 Angst Red (Paso Robles),Rhône-style Red Blend,Two Moons,311,,,,,,
US,89,45,California,Matt Kettmann,Two Moons 2012 Ardor Red (Paso Robles),Rhône-style Red Blend,Two Moons,311,,,,,,
US,88,36,California,Jim Gordon,Vasco Urbano 2012 The Sheriff Red (Livermore Valley),Rhône-style Red Blend,Vasco Urbano,311,,,,,,
US,91,36,California,Jim Gordon,Vasco Urbano 2013 GSM The Sheriff Red (Livermore Valley),Rhône-style Red Blend,Vasco Urbano,311,,,,,,
US,91,45,California,Matt Kettmann,Ventana 2011 Le Mistral Red (Monterey County),Rhône-style Red Blend,Ventana,311,,,,,,
US,87,28,California,Matt Kettmann,Ventana 2013 Rubystone Red (Arroyo Seco),Rhône-style Red Blend,Ventana,311,,,,,,
US,88,28,California,Matt Kettmann,Ventana 2014 Rubystone Red (Arroyo Seco),Rhône-style Red Blend,Ventana,311,,,,,,
US,87,18,California,Matt Kettmann,Vinum 2013 Red Dirt Red (Paso Robles),Rhône-style Red Blend,Vinum,311,,,,,,
US,87,18,California,Matt Kettmann,Vinum 2014 Wanted: Red Dirt Red (Paso Robles),Rhône-style Red Blend,Vinum,311,,,,,,
US,88,28,California,Virginie Boone,Wattle Creek 2012 Triple Play Red (Alexander Valley),Rhône-style Red Blend,Wattle Creek,311,,,,,,
US,90,38,California,Virginie Boone,Westwood 2014 Elevation Annadel Gap Vineyard Estate Red (Sonoma Valley),Rhône-style Red Blend,Westwood,311,,,,,,
US,91,40,California,Matt Kettmann,Workman Ayer 2014 De Facto Red (Santa Barbara County),Rhône-style Red Blend,Workman Ayer,311,,,,,,
US,91,35,California,Matt Kettmann,Wrath 2013 Destruction Level Red (Monterey),Rhône-style Red Blend,Wrath,311,,,,,,
US,92,20,California,Matt Kettmann,Zaca Mesa 2011 Z Cuvée Red (Santa Ynez Valley),Rhône-style Red Blend,Zaca Mesa,311,,,,,,
US,88,22,California,Matt Kettmann,Zaca Mesa 2012 Z Cuvee Red (Santa Ynez Valley),Rhône-style Red Blend,Zaca Mesa,311,,,,,,
US,91,46,California,Matt Kettmann,Zaca Mesa 2012 Z Three Red (Santa Ynez Valley),Rhône-style Red Blend,Zaca Mesa,311,,,,,,
US,91,22,California,Matt Kettmann,Zaca Mesa 2013 Z Cuvée Red (Santa Ynez Valley),Rhône-style Red Blend,Zaca Mesa,311,,,,,,
US,88,16,California,Virginie Boone,Zepaltas 2012 Clay Wheels Red (California),Rhône-style Red Blend,Zepaltas,311,,,,,,
US,92,38,California,Matt Kettmann,Zinke 2012 Gypsy Thompson Vineyard Red (Santa Barbara County),Rhône-style Red Blend,Zinke,311,,,,,,
US,86,20,California,Jim Gordon,1850 2015 Rosé (Amador County),Rosé,1850,312,,,,,,
US,90,24,California,Jim Gordon,Acquiesce 2016 Grenache Rosé (Lodi),Rosé,Acquiesce,312,,,,,,
US,90,35,California,Virginie Boone,Adair Bachman 2014 Rose & Thistle Rosé (Napa Valley),Rosé,Adair Bachman,312,,,,,,
US,90,20,California,Matt Kettmann,Adelaida 2013 Version Anna's Estate Rosé (Paso Robles),Rosé,Adelaida,312,,,,,,
US,90,20,California,Matt Kettmann,Adelaida 2015 Rosé (Adelaida District),Rosé,Adelaida,312,,,,,,
US,83,25,California,Jim Gordon,Ambrose 2015 AMB Rosé (California),Rosé,Ambrose,312,,,,,,
US,86,18,California,Jim Gordon,Andis 2014 Belle en Rosé (Amador County),Rosé,Andis,312,,,,,,
US,88,18,California,Jim Gordon,Andis 2015 Estate Rosé (Amador County),Rosé,Andis,312,,,,,,
US,91,22,California,Matt Kettmann,Andrew Murray 2016 Esperance Curtis Vineyard Rosé (Santa Ynez Valley),Rosé,Andrew Murray,312,,,,,,
US,88,13,California,Jim Gordon,Angeline 2016 Rosé (California),Rosé,Angeline,312,,,,,,
US,88,15,California,Virginie Boone,Angels & Cowboys 2014 Rosé (Sonoma County),Rosé,Angels & Cowboys,312,,,,,,
US,88,15,California,Virginie Boone,Angels & Cowboys 2015 Rosé (Sonoma County),Rosé,Angels & Cowboys,312,,,,,,
US,88,16,California,Virginie Boone,Angels & Cowboys 2016 Rosé (Sonoma County),Rosé,Angels & Cowboys,312,,,,,,
US,88,18,California,Matt Kettmann,Anglim 2014 Rosé (Paso Robles),Rosé,Anglim,312,,,,,,
US,88,24,California,Virginie Boone,Apriori 2014 Sangiacomo Vineyard Rosé (Sonoma Coast),Rosé,Apriori,312,,,,,,
US,89,20,California,Matt Kettmann,Archium 2014 Rosé (Santa Barbara County),Rosé,Archium,312,,,,,,
US,88,20,California,Matt Kettmann,Archium 2015 Rosé (Santa Barbara County),Rosé,Archium,312,,,,,,
US,88,32,California,Matt Kettmann,Ascension Cellars 2015 Siren Rosé (Paso Robles),Rosé,Ascension Cellars,312,,,,,,
US,84,25,California,Matt Kettmann,Asuncion Ridge 2016 Rosé (San Luis Obispo County),Rosé,Asuncion Ridge,312,,,,,,
US,86,12,California,Jim Gordon,AVA Grace Vineyards 2016 Rosé (California),Rosé,AVA Grace Vineyards,312,,,,,,
US,87,30,California,Virginie Boone,Azari 2014 Rosé (Sonoma Coast),Rosé,Azari,312,,,,,,
US,90,18,California,Virginie Boone,Baiocchi Wines 2011 Neophyte Rosé (Fair Play),Rosé,Baiocchi Wines,312,,,,,,
US,86,8,California,Jim Gordon,Barefoot Refresh NV Rosé (California),Rosé,Barefoot Refresh,312,,,,,,
US,85,18,California,Jim Gordon,Barra 2016 Estate Grown Rosé (Mendocino),Rosé,Barra,312,,,,,,
US,88,26,California,Matt Kettmann,Barton 2016 Soul Mate Rosé (Paso Robles),Rosé,Barton,312,,,,,,
US,87,25,California,Matt Kettmann,Beckmen 2014 Purisima Mountain Vineyard Grenache Rosé (Ballard Canyon),Rosé,Beckmen,312,,,,,,
US,90,15,California,Virginie Boone,Benziger 2013 Dry Rosé (Sonoma Mountain),Rosé,Benziger,312,,,,,,
US,87,17,California,Virginie Boone,Benziger 2016 Rosé (Sonoma County),Rosé,Benziger,312,,,,,,
US,88,24,California,Matt Kettmann,Bernardus 2014 Rosé (Santa Lucia Highlands),Rosé,Bernardus,312,,,,,,
US,88,24,California,Matt Kettmann,Bernardus 2015 Rosé (Santa Lucia Highlands),Rosé,Bernardus,312,,,,,,
US,88,25,California,Matt Kettmann,Bernardus 2016 Rosé (Santa Lucia Highlands),Rosé,Bernardus,312,,,,,,
US,89,18,California,Jim Gordon,Bink 2013 Lumineux Rosé (Yorkville Highlands),Rosé,Bink,312,,,,,,
US,85,12,California,Jim Gordon,Black Ink 2015 Rosé (California),Rosé,Black Ink,312,,,,,,
US,87,26,California,Virginie Boone,Black Stallion 2014 Limited Release Syrah Rosé (Oak Knoll District),Rosé,Black Stallion,312,,,,,,
US,90,25,California,Virginie Boone,Blackbird Vineyards 2013 Arriviste Rosé (Napa Valley),Rosé,Blackbird Vineyards,312,,,,,,
US,88,25,California,Virginie Boone,Blackbird Vineyards 2014 Arriviste Rosé (Napa Valley),Rosé,Blackbird Vineyards,312,,,,,,
US,91,25,California,Virginie Boone,Blackbird Vineyards 2015 Arriviste Rosé (Napa Valley),Rosé,Blackbird Vineyards,312,,,,,,
US,86,14,California,Jim Gordon,Bliss 2013 Estate Bottled Rosé (Mendocino),Rosé,Bliss,312,,,,,,
US,89,14,California,Jim Gordon,Bliss 2016 Estate Bottled Rosé (Mendocino),Rosé,Bliss,312,,,,,,
US,90,22,California,Jim Gordon,Boatique 2016 Estate Grown Rosé (Red Hills Lake County),Rosé,Boatique,312,,,,,,
US,87,14,California,Jim Gordon,Boeger 2015 Rosé (El Dorado),Rosé,Boeger,312,,,,,,
US,87,16,California,Jim Gordon,Boeger 2016 Primitivo Rosé (El Dorado),Rosé,Boeger,312,,,,,,
US,89,18,California,Matt Kettmann,Bonny Doon 2014 Vin Gris de Cigare Rosé (Central Coast),Rosé,Bonny Doon,312,,,,,,
US,89,18,California,Matt Kettmann,Bonny Doon 2016 Vin Gris de Cigare Rosé (Central Coast),Rosé,Bonny Doon,312,,,,,,
US,87,17,California,Jim Gordon,Borjón 2015 ECKS Rosé (Amador County),Rosé,Borjón,312,,,,,,
US,87,25,California,Jim Gordon,Bota Box 2016 Dry Rosé (California),Rosé,Bota Box,312,,,,,,
US,88,16,California,Jim Gordon,Boyle MacDonald 2015 Dry Rosé (Tuolumne County),Rosé,Boyle MacDonald,312,,,,,,
US,91,18,California,Matt Kettmann,Brander 2016 Rosé,Rosé,Brander,312,,,,,,
US,86,22,California,Jim Gordon,Brassfield 2016 Rosé (High Valley),Rosé,Brassfield,312,,,,,,
US,89,24,California,Jim Gordon,Bravium 2014 Signal Ridge Vineyard Rosé of Rosé (Mendocino Ridge),Rosé,Bravium,312,,,,,,
US,91,22,California,Virginie Boone,Brick & Mortar 2016 Rosé (Sonoma Coast),Rosé,Brick & Mortar,312,,,,,,
US,87,24,California,Matt Kettmann,Burbank Ranch 2013 Picnic Meadow Grenache Rosé (Paso Robles),Rosé,Burbank Ranch,312,,,,,,
US,89,18,California,Matt Kettmann,Buttonwood 2013 Estate Rosé (Santa Ynez Valley),Rosé,Buttonwood,312,,,,,,
US,90,22,California,Virginie Boone,C R Graybehl 2016 Grenache Rosé (Sonoma Valley),Rosé,C R Graybehl,312,,,,,,
US,84,17,California,Virginie Boone,Carivintas 2010 Serene Rose of Tempranillo Rosé (Dunnigan Hills),Rosé,Carivintas,312,,,,,,
US,87,15,California,Virginie Boone,Carol Shelton 2012 Rendezvous Dry Rosé of Carignane Rosé (Mendocino County),Rosé,Carol Shelton,312,,,,,,
US,90,15,California,Jim Gordon,Carol Shelton 2013 Wild Thing Rendezvous Rosé (Mendocino),Rosé,Carol Shelton,312,,,,,,
US,90,15,California,Jim Gordon,Carol Shelton 2014 Wild Thing Rendezvous Dry Rosé (Mendocino County),Rosé,Carol Shelton,312,,,,,,
US,91,15,California,Jim Gordon,Carol Shelton 2015 Wild Thing Rendezvous Rosé (Mendocino County),Rosé,Carol Shelton,312,,,,,,
US,88,22,California,Matt Kettmann,Cass 2015 Oasis Rosé (Paso Robles),Rosé,Cass,312,,,,,,
US,85,20,California,Jim Gordon,Cellars 33 2016 Rosé (California),Rosé,Cellars 33,312,,,,,,
US,86,15,California,Virginie Boone,Chacewater 2011 Rosé (Sierra Foothills),Rosé,Chacewater,312,,,,,,
US,87,17,California,Jim Gordon,Chacewater 2014 Organic Grapes Rosé (Sierra Foothills),Rosé,Chacewater,312,,,,,,
US,87,18,California,Jim Gordon,Chacewater 2016 Rosé (Sierra Foothills),Rosé,Chacewater,312,,,,,,
US,87,15,California,Matt Kettmann,Chloe 2015 Rosé (Monterey County),Rosé,Chloe,312,,,,,,
US,89,15,California,Matt Kettmann,Chronic Cellars 2015 Pink Pedals Rosé (Paso Robles),Rosé,Chronic Cellars,312,,,,,,
US,89,15,California,Matt Kettmann,Chronic Cellars 2016 Pink Pedals Rosé (Paso Robles),Rosé,Chronic Cellars,312,,,,,,
US,86,24,California,Jim Gordon,Cinnabar 2016 Rosé (California),Rosé,Cinnabar,312,,,,,,
US,87,12,California,Virginie Boone,Cline 2012 Mourvèdre Rosé (Contra Costa County),Rosé,Cline,312,,,,,,
US,87,13,California,Jim Gordon,Cline 2016 Ancient Vines Mourvèdre Rosé (Contra Costa County),Rosé,Cline,312,,,,,,
US,86,16,California,Matt Kettmann,Clos des Amis 2016 Rosé (Ventura County),Rosé,Clos des Amis,312,,,,,,
US,87,10,California,Virginie Boone,Clos du Lac 2011 Chalaye Rosé (El Dorado County),Rosé,Clos du Lac,312,,,,,,
US,92,30,California,Virginie Boone,Clos du Val 2016 Estate Grand Val Vineyard Pinot Noir Rosé (Carneros),Rosé,Clos du Val,312,,,,,,
US,91,38,California,Matt Kettmann,Clos Solène 2015 La Rosa Rosé (Paso Robles),Rosé,Clos Solène,312,,,,,,
US,91,25,California,Matt Kettmann,Comartin 2015 Adelaide's Rosé (Santa Ynez Valley),Rosé,Comartin,312,,,,,,
US,88,25,California,Matt Kettmann,Comartin 2016 Adelaide's Rosé (Santa Ynez Valley),Rosé,Comartin,312,,,,,,
US,88,24,California,Jim Gordon,Conn Creek 2014 Red Hills Rosé (Lake County),Rosé,Conn Creek,312,,,,,,
US,88,19,California,Matt Kettmann,Coquelicot 2013 Rosé (Santa Ynez Valley),Rosé,Coquelicot,312,,,,,,
US,91,25,California,Virginie Boone,Cornerstone 2014 Corallina Rosé (Napa Valley),Rosé,Cornerstone,312,,,,,,
US,85,15,California,Jim Gordon,Cornerstone 2014 Rocks! Rosé (California),Rosé,Cornerstone,312,,,,,,
US,86,23,California,Matt Kettmann,Croma Vera 2015 Rosé (Paso Robles),Rosé,Croma Vera,312,,,,,,
US,90,24,California,Virginie Boone,Crux 2015 GSM Rosé (Russian River Valley),Rosé,Crux,312,,,,,,
US,89,13,California,Jim Gordon,Cupcake 2016 Rosé (California),Rosé,Cupcake,312,,,,,,
US,92,28,California,Matt Kettmann,Curran 2016 Grenache Gris Rosé (Santa Barbara County),Rosé,Curran,312,,,,,,
US,88,38,California,Matt Kettmann,Daou 2016 Rosé (Paso Robles),Rosé,Daou,312,,,,,,
US,88,15,California,Jim Gordon,Day Owl 2016 Rosé (California),Rosé,Day Owl,312,,,,,,
US,86,26,California,Matt Kettmann,De Tierra 2015 Rosé (Monterey),Rosé,De Tierra,312,,,,,,
US,90,20,California,Jim Gordon,Decoy 2016 Rosé (California),Rosé,Decoy,312,,,,,,
US,88,20,California,Virginie Boone,Deerfield Ranch 2014 Checkerbloom Estate Rosé (Sonoma Valley),Rosé,Deerfield Ranch,312,,,,,,
US,83,26,California,Virginie Boone,Delectus 2014 Rosé (Knights Valley),Rosé,Delectus,312,,,,,,
US,88,27,California,Matt Kettmann,Demetria 2016 Rosé (Santa Ynez Valley),Rosé,Demetria,312,,,,,,
US,87,20,California,Matt Kettmann,Derby 2015 Derby VIneyard Rosé (Paso Robles),Rosé,Derby,312,,,,,,
US,88,20,California,Virginie Boone,Des Amis 2016 Rosé (Napa Valley),Rosé,Des Amis,312,,,,,,
US,85,10,California,Virginie Boone,Diamond Ridge Vineyards NV 2 Jakes Rosé (California),Rosé,Diamond Ridge Vineyards,312,,,,,,
US,92,26,California,Virginie Boone,Donkey & Goat 2013 Isabel's Cuvée Rosé (Mendocino),Rosé,Donkey & Goat,312,,,,,,
US,90,26,California,Jim Gordon,Donkey & Goat 2016 Isabel's Cuvée Gibson Ranch Rosé (Mendocino),Rosé,Donkey & Goat,312,,,,,,
US,89,25,California,Matt Kettmann,Dragonette 2016 Rosé (Happy Canyon of Santa Barbara),Rosé,Dragonette,312,,,,,,
US,90,18,California,Virginie Boone,Draxton 2016 Pinot Meunier Rosé (Napa Valley),Rosé,Draxton,312,,,,,,
US,85,10,California,Jim Gordon,Drytown 2014 Estate Rosé (Sierra Foothills),Rosé,Drytown,312,,,,,,
US,83,10,California,Virginie Boone,"Duarte Georgetown 2009 Georgetown Divide, Rouge Grenache Rosé (El Dorado)",Rosé,Duarte Georgetown,312,,,,,,
US,90,30,California,Matt Kettmann,Dubost 2015 Rosé (Paso Robles),Rosé,Dubost,312,,,,,,
US,88,25,California,Virginie Boone,Dunstan 2013 Durell Vineyard Rosé (Sonoma Coast),Rosé,Dunstan,312,,,,,,
US,91,28,California,Virginie Boone,Ehlers Estate 2014 Sylviane Rosé (St. Helena),Rosé,Ehlers Estate,312,,,,,,
